state_code,lg_code,ward_code,pu_code,code,name,ward,lga,latitude,longitude,cvr_pu_id
12,02,10,062,12/02/10/062,OPEN SPACE - ELEVENTH (11TH)STREET JUNCTION BDPA UGBOWO,UGBOWO,EGOR,6.39453250,5.60468950,632545
12,02,10,063,12/02/10/063,B.D.P.A POLICE POST UGBOWO I,UGBOWO,EGOR,6.39575776,5.60555968,632546
12,02,10,064,12/02/10/064,OPEN SPACE - ESTATE JUNCTION OPPOSITE DOCTORS' HOUSE UGBOWO,UGBOWO,EGOR,6.39498490,5.60869360,632547
12,02,10,065,12/02/10/065,"OPEN SPACE - T. JUNCTION BY JONATHAN AKPOBURE STREET, OPPOSITE ESTATE ROAD B.D.P.A",UGBOWO,EGOR,6.39499976,5.60566664,632548
12,02,10,066,12/02/10/066,NIGERIA SECURITY AND CIVIL DEFENCE CORPS,UGBOWO,EGOR,6.38784978,5.61022203,632549
12,02,10,067,12/02/10/067,OPEN SPACE - AIKHIDELOR OMAGE  LINK JUNCTION BY FEDERAL ROAD UGBOWO,UGBOWO,EGOR,6.38745500,5.61241000,632550
12,02,10,068,12/02/10/068,OPEN SPACE - FRONT OF FOURSQUARE GOSPEL CHURCH BY FEDERAL ROAD UGBOWO,UGBOWO,EGOR,6.38772500,5.61378170,632551
12,02,10,069,12/02/10/069,U.B.T.H WATER BOARD BY FEDERAL GIRLS ROAD UGBOWO,UGBOWO,EGOR,6.38740597,5.61095294,632552
12,02,10,070,12/02/10/070,OPEN SPACE - BACK GATE BY UBTH UGBOWO,UGBOWO,EGOR,6.38842830,5.61660830,632553
12,02,10,071,12/02/10/071,OPEN SPACE - OSASOGIE JUNCTION UGBOWO,UGBOWO,EGOR,6.38850450,5.61798290,632554
12,02,10,072,12/02/10/072,OPEN SPACE - KEKE PARK BY FEDERAL GIRLS ROAD JUNCTION UGBOWO,UGBOWO,EGOR,6.38119260,5.60999110,632555
12,02,10,073,12/02/10/073,OPEN SPACE - UGBOWO MOTOR PACK UGBOWO,UGBOWO,EGOR,6.38832670,5.60974000,632556
12,02,10,074,12/02/10/074,OPEN FIELD -  OPPOSITE U.B.T.H POLICE POST UGBOWO I,UGBOWO,EGOR,6.38950276,5.61013218,632557
12,02,10,075,12/02/10/075,OPEN SPACE - LUCKY STREET JUNCTION BESIDE CONOIL PETROL STATION UGBOWO,UGBOWO,EGOR,6.39012670,5.60907830,632558
12,03,01,001,12/03/01/001,"IBORE PRIMARY SCHOOL , IBORE-I",UNEAH,ESAN CENTRAL,6.77974805,6.29013473,34372
12,03,01,002,12/03/01/002,"IBORE PRIMARY SCHOOL , IBORE-II",UNEAH,ESAN CENTRAL,6.77975250,6.29013516,34373
12,03,01,003,12/03/01/003,"IBORE PRIMARY SCHOOL , IBORE-III",UNEAH,ESAN CENTRAL,6.77975330,6.29013876,34374
12,03,01,004,12/03/01/004,"IBORE PRIMARY SCHOOL,  IBORE-IV",UNEAH,ESAN CENTRAL,6.78200690,6.29618111,34375
12,03,01,005,12/03/01/005,"UGBALO PRIMARY SCHOOL,  UGBALO",UNEAH,ESAN CENTRAL,6.79499414,6.31900045,34376
12,03,01,006,12/03/01/006,"ATUAGBO PRIMARY SCHOOL,  ATUAGBO",UNEAH,ESAN CENTRAL,6.80020796,6.32823203,34377
12,03,01,007,12/03/01/007,"ASSEMBLIES OF GOD MISS SCH.,  ATUAGBO I",UNEAH,ESAN CENTRAL,6.80644360,6.33442885,34378
12,03,01,008,12/03/01/008,"ASSEMBLIES OF GOD MISS SCH. , ATUAGBO II",UNEAH,ESAN CENTRAL,6.80643675,6.33442824,34379
12,03,01,009,12/03/01/009,OKHOROMI VILL. SQUARE/EKO-GUANLAN,UNEAH,ESAN CENTRAL,6.80681345,6.34947711,34380
12,03,01,010,12/03/01/010,EKILOR PRIMARY SCHOOL/EKILOR,UNEAH,ESAN CENTRAL,6.79547176,6.32101585,34381
12,03,01,011,12/03/01/011,WATER BOARD IKEKHALIA IBORE,UNEAH,ESAN CENTRAL,6.78242842,6.29722495,632663
12,03,01,012,12/03/01/012,OPEN SPACE- IBORE TOWN HALL,UNEAH,ESAN CENTRAL,6.77978995,6.29379842,632664
12,03,02,001,12/03/02/001,UDOMI PRIMARY SCHOOL/UDOMI- I,UWESSAN  I,ESAN CENTRAL,6.76620785,6.35490911,34382
12,03,02,002,12/03/02/002,UDOMI PRIMARY SCHOOL/UDOMI- II,UWESSAN  I,ESAN CENTRAL,6.76619621,6.35490427,34383
12,03,02,003,12/03/02/003,UDOMI PRIMARY SCHOOL/UDOMI-III,UWESSAN  I,ESAN CENTRAL,6.76618460,6.35490777,34384
12,03,02,004,12/03/02/004,UNOGBO PRIMARY SCHOOL/UNOGBO`,UWESSAN  I,ESAN CENTRAL,6.77053610,6.33869162,34385
12,03,02,005,12/03/02/005,UJABHOLE PRIMARY SCHOOL/UJABHOLE I,UWESSAN  I,ESAN CENTRAL,6.76296381,6.34137046,34386
12,03,02,006,12/03/02/006,UJABHOLE PRIMARY SCHOOL/UJABHOLE II,UWESSAN  I,ESAN CENTRAL,6.76297189,6.34136874,34387
12,03,02,007,12/03/02/007,UJABHOLE PRIMARY SCHOOL/UJABHOLE III,UWESSAN  I,ESAN CENTRAL,6.76296677,6.34136486,34388
12,03,02,008,12/03/02/008,UJABHOLE PRIMARY SCHOOL/UJABHOLE IV,UWESSAN  I,ESAN CENTRAL,6.76297056,6.34136853,34389
12,03,02,009,12/03/02/009,AFUDA PRIMARY SCHOOL/UJABHOLE I,UWESSAN  I,ESAN CENTRAL,6.80269735,6.36410092,34390
12,03,02,010,12/03/02/010,AFUDA PRIMARY SCHOOL/UJABHOLE II,UWESSAN  I,ESAN CENTRAL,6.75883045,6.23392247,34391
12,03,03,001,12/03/03/001,IDUMOZA PRIMARY SCHOOL/IDUMOZA I,UWESSAN II,ESAN CENTRAL,6.81340746,6.37275565,34392
12,03,03,002,12/03/03/002,IDUMOZA PRIMARY SCHOOL/IDUMOZA II,UWESSAN II,ESAN CENTRAL,6.81341255,6.37275458,34393
12,03,03,003,12/03/03/003,UWESSAN PRIMARY SCHOOL/UWESSAN I,UWESSAN II,ESAN CENTRAL,6.77458497,6.35749586,34394
12,03,03,004,12/03/03/004,UWESSAN PRIMARY SCHOOL/UWESSAN II,UWESSAN II,ESAN CENTRAL,6.77458800,6.35748690,34395
12,03,03,005,12/03/03/005,IDUMOGHODOR TOWN HALL/UWESSAN III,UWESSAN II,ESAN CENTRAL,6.77226215,6.35176274,34396
12,03,03,006,12/03/03/006,OHE PRIMARY SCHOOL/OHE I,UWESSAN II,ESAN CENTRAL,6.78553939,6.39251059,34397
12,03,03,007,12/03/03/007,OHE PRIMARY SCHOOL/OHE II,UWESSAN II,ESAN CENTRAL,6.78554831,6.39252635,34398
12,03,04,001,12/03/04/001,EKO-IYOBHEBHE PRY SCHOOL/EKO-IYOBHEBHE,IKEKATO,ESAN CENTRAL,6.73736635,6.24054008,34399
12,03,04,002,12/03/04/002,AGWA PRY. SCHOOL/AGWA,IKEKATO,ESAN CENTRAL,6.75626445,6.24143979,34400
12,03,04,003,12/03/04/003,UDOWO PRIMARY SCHOOL/UDOWO I,IKEKATO,ESAN CENTRAL,6.77331909,6.26495025,34401
12,03,04,004,12/03/04/004,UDOWO PRIMARY SCHOOL/UDOWO II,IKEKATO,ESAN CENTRAL,6.77331712,6.26495500,34402
12,03,04,005,12/03/04/005,IDINEGBON PRY. SCH./IDINEGBON I,IKEKATO,ESAN CENTRAL,6.76647226,6.25731069,34403
12,03,04,006,12/03/04/006,IDINEGBON PRY. SCH./IDINEGBON II,IKEKATO,ESAN CENTRAL,6.76646104,6.25731981,34404
12,03,04,007,12/03/04/007,IKEKATO SEC. SCHOOL/IKEKATO,IKEKATO,ESAN CENTRAL,6.77331186,6.26494443,34405
12,03,04,008,12/03/04/008,UGBOKHARE PRIMARY SCHOOL/UGBOKHARE I,IKEKATO,ESAN CENTRAL,6.77582545,6.27975687,34406
12,03,04,009,12/03/04/009,UGBOKHARE PRIMARY SCHOOL/UGBOKHARE II,IKEKATO,ESAN CENTRAL,6.77582242,6.27976468,34407
12,03,05,001,12/03/05/001,AKHO PRY. SCHOL/AKHO I,OTORUWO I,ESAN CENTRAL,6.74031150,6.22232531,34408
12,03,05,002,12/03/05/002,AKHO PRY. SCHOL/AKHO II,OTORUWO I,ESAN CENTRAL,6.74031580,6.22232250,34409
12,03,05,003,12/03/05/003,EGUARE PRI. SCHOOL/EGUARE I,OTORUWO I,ESAN CENTRAL,6.73335621,6.21881203,34410
12,03,05,004,12/03/05/004,EGUARE PRI. SCHOOL/EGUARE II,OTORUWO I,ESAN CENTRAL,6.73335554,6.21880151,34411
12,03,05,005,12/03/05/005,EGUARE PRI. SCHOOL/EGUARE III,OTORUWO I,ESAN CENTRAL,6.73335722,6.21880079,34412
12,03,05,006,12/03/05/006,USENU PRY. SCHOOL/USENU,OTORUWO I,ESAN CENTRAL,6.73732203,6.21392673,34413
12,03,05,007,12/03/05/007,IDIDIGBA PRY. SCHOOL/IDIDIGBA I,OTORUWO I,ESAN CENTRAL,6.70765756,6.23713523,34414
12,03,05,008,12/03/05/008,IDIDIGBA PRY. SCHOOL/IDIDIGBA II,OTORUWO I,ESAN CENTRAL,6.70239344,6.23922454,34415
12,03,05,009,12/03/05/009,OPEN SPACE MOMODU ROAD BY AGWA JUNCTION,OTORUWO I,ESAN CENTRAL,6.74720816,6.22689005,632647
12,03,05,010,12/03/05/010,ANNUNCIATION CATHOLIC COLLEGE IRRUA,OTORUWO I,ESAN CENTRAL,6.73979488,6.22568674,632648
12,03,05,011,12/03/05/011,OPEN SPACE-IRRUA MARKET BY MOMODU ROAD,OTORUWO I,ESAN CENTRAL,6.73633176,6.21990323,632649
12,03,05,012,12/03/05/012,OPEN SPACE - IRRUA MARKET BY ABDUMALIKI STREET,OTORUWO I,ESAN CENTRAL,6.73780112,6.21840421,632650
12,03,05,013,12/03/05/013,MODEL PRIMARY HEALTH CENTER IRRUA,OTORUWO I,ESAN CENTRAL,6.73184675,6.21683344,632651
12,03,05,014,12/03/05/014,IRRUA POST OFFICE,OTORUWO I,ESAN CENTRAL,6.74117899,6.21756569,632652
12,03,05,015,12/03/05/015,"USENU COMMUNITY HALL,USENU",OTORUWO I,ESAN CENTRAL,6.73833985,6.21414654,632653
12,03,06,001,12/03/06/001,USUGBENU PRY. SCHOOL/USUGBENU I,OTORUWO II,ESAN CENTRAL,6.71450576,6.23703644,34416
12,03,06,002,12/03/06/002,USUGBENU PRY. SCHOOL/USUGBENU II,OTORUWO II,ESAN CENTRAL,6.71452944,6.23702859,34417
12,03,06,003,12/03/06/003,USUGBENU PRY. SCHOOL/USUGBENU III,OTORUWO II,ESAN CENTRAL,6.71453666,6.23703178,34418
12,03,06,004,12/03/06/004,IRRUA GIRLS' SEC. SCH./IRRUA,OTORUWO II,ESAN CENTRAL,6.73825593,6.20818262,34419
12,03,06,005,12/03/06/005,IDUMEBO PRY. SCH./IDUMEBO I,OTORUWO II,ESAN CENTRAL,6.73186092,6.20694487,34420
12,03,06,006,12/03/06/006,IDUMEBO PRY. SCH./IDUMEBO II,OTORUWO II,ESAN CENTRAL,6.73185445,6.20695513,34421
12,03,06,007,12/03/06/007,UWENUJIE PRY SCHOOL/UWENUJIE,OTORUWO II,ESAN CENTRAL,6.73283055,6.21241578,34422
12,03,06,008,12/03/06/008,IDUMABI SQUARE/ IDUMABI,OTORUWO II,ESAN CENTRAL,6.72794630,6.20850914,34423
12,03,06,009,12/03/06/009,"OKOUGHELE NODION, IRRUA",OTORUWO II,ESAN CENTRAL,6.72946900,6.22148090,632654
12,03,06,010,12/03/06/010,OPEN SPACE - IRRUA SPECIALIST HOSPITAL,OTORUWO II,ESAN CENTRAL,6.73289710,6.18981650,632655
12,03,06,011,12/03/06/011,"OPEN SPACE BY ASSEMBLIES OF GOD IKEKIALA USUGBENU, IRRUA",OTORUWO II,ESAN CENTRAL,6.72485170,6.21666000,632656
12,03,06,012,12/03/06/012,OPEN SPACE EIGBE STREET JUNCTION OFF IDUMUABOKHAE QTRS,OTORUWO II,ESAN CENTRAL,6.72949170,6.21666000,632657
12,03,06,013,12/03/06/013,"OPEN SPACE IN FRONT OF MUDIAME UNIVERSITY, IRRUA",OTORUWO II,ESAN CENTRAL,6.72825080,6.21288650,632658
12,03,07,001,12/03/07/001,UZOGHOLO PRY. SCH./UZOGHOLO I,EWU I,ESAN CENTRAL,6.78912150,6.25145777,34424
12,03,07,002,12/03/07/002,UZOGHOLO PRY. SCH./UZOGHOLO II,EWU I,ESAN CENTRAL,6.78910713,6.25147398,34425
12,03,07,003,12/03/07/003,UZOGHOLO PRY. SCH./UZOGHOLO  III,EWU I,ESAN CENTRAL,6.78909960,6.25147354,34426
12,03,07,004,12/03/07/004,EHANLEN PRY. SCH./EHANLEN I,EWU I,ESAN CENTRAL,6.80223134,6.25188343,34427
12,03,07,005,12/03/07/005,EHANLEN PRY. SCH./EHANLEN II,EWU I,ESAN CENTRAL,6.80223827,6.25188511,34428
12,03,07,006,12/03/07/006,EHANLEN PRY. SCH./EHANLEN  III,EWU I,ESAN CENTRAL,6.80224618,6.25188058,34429
12,03,07,007,12/03/07/007,EGBOR CAMP/EGBOR,EWU I,ESAN CENTRAL,6.82663785,6.25734579,34430
12,03,07,008,12/03/07/008,EKO PRY. SCHOOL/EKO,EWU I,ESAN CENTRAL,6.76310644,6.23698128,34431
12,03,07,009,12/03/07/009,"OPEN SPACE- SMALL MARKET EHANLEN, EWU I",EWU I,ESAN CENTRAL,6.79935730,6.25184420,632638
12,03,07,010,12/03/07/010,"OPEN SPACE - PAX EWU RETREAT CENTRE, EWU",EWU I,ESAN CENTRAL,6.81826665,6.25460163,632639
12,03,07,011,12/03/07/011,EWU GRAMMAR SCHOOL EWU,EWU I,ESAN CENTRAL,6.79381682,6.24964155,632640
12,03,08,001,12/03/08/001,IDUNWELE PRY. SCH./IDUNWELE   I,EWU II,ESAN CENTRAL,6.78803128,6.23845470,34432
12,03,08,002,12/03/08/002,IDUNWELE PRY. SCH./IDUNWELE   II,EWU II,ESAN CENTRAL,6.78799801,6.23848275,34433
12,03,08,003,12/03/08/003,IDUNWELE PRY. SCH./IDUNWELE   III,EWU II,ESAN CENTRAL,6.78798653,6.23848511,34434
12,03,08,004,12/03/08/004,"IDUNWELE TOWN HALL, IDUNWELE I",EWU II,ESAN CENTRAL,6.78800457,6.23851726,34435
12,03,08,005,12/03/08/005,IDUNWELE TOWN HALL  IDUNWELE II,EWU II,ESAN CENTRAL,6.79215938,6.23969181,34436
12,03,08,006,12/03/08/006,OGHODOGBOR CAMP/OGHODOGBOR,EWU II,ESAN CENTRAL,6.76912861,6.22642319,34437
12,03,08,007,12/03/08/007,IHENWEN TOWN HALL/IHENWEN,EWU II,ESAN CENTRAL,6.80802700,6.24390004,34438
12,03,08,008,12/03/08/008,UKHIODO PRY SCH./UKHIODO,EWU II,ESAN CENTRAL,6.80600568,6.23453411,34439
12,03,08,009,12/03/08/009,EGUARE PRY. SCH./EGUARE I,EWU II,ESAN CENTRAL,6.80405634,6.24226782,34440
12,03,08,010,12/03/08/010,OPEN SPACE - IDUNWELE ELDERS' COUNCIL HALL,EWU II,ESAN CENTRAL,6.79215820,6.23967681,632641
12,03,09,001,12/03/09/001,"EGUARE, PRY. SCH./EGUARE II",OPOJI,ESAN CENTRAL,6.69558299,6.19817699,34441
12,03,09,002,12/03/09/002,EGUARE GRAMMAR SCH./OPOJI,OPOJI,ESAN CENTRAL,6.69498804,6.20283257,34442
12,03,09,003,12/03/09/003,IKI PRY. SCH./IKI- I,OPOJI,ESAN CENTRAL,6.70567936,6.20554941,34443
12,03,09,004,12/03/09/004,IKI PRY. SCH./IKI- II,OPOJI,ESAN CENTRAL,6.70567893,6.20554522,34444
12,03,09,005,12/03/09/005,OGHAGBO PRY. SCHOOL/OGHAGBO I,OPOJI,ESAN CENTRAL,6.71327801,6.18753294,34445
12,03,09,006,12/03/09/006,OGHAGBO PRY. SCHOOL/OGHAGBO II,OPOJI,ESAN CENTRAL,6.71327850,6.18753492,34446
12,03,09,007,12/03/09/007,OKHORE PRY. SCH./OKHORE,OPOJI,ESAN CENTRAL,6.68948714,6.19964245,34447
12,03,09,008,12/03/09/008,IKIENWANLEN PRY SCH./IKIEWANLEN,OPOJI,ESAN CENTRAL,6.67943164,6.20331499,34448
12,03,09,009,12/03/09/009,UJOSANLEN PRY SCH. /UJOSANLEN,OPOJI,ESAN CENTRAL,6.69078280,6.21237363,34449
12,03,09,010,12/03/09/010,"OPOJI SECONDARY SCHOOL,OKHORE,OPOJI",OPOJI,ESAN CENTRAL,6.68638390,6.19742460,632645
12,03,09,011,12/03/09/011,"IKIEWALEN TOWN HALL, OPOJI",OPOJI,ESAN CENTRAL,6.67590000,6.20411330,632646
12,03,10,001,12/03/10/001,EGUARE PRY. SCHOOL/EGUARE I,UGBEGUN,ESAN CENTRAL,6.64682029,6.23581383,34450
12,03,10,002,12/03/10/002,EGUARE PRY. SCHOOL/EGUARE II,UGBEGUN,ESAN CENTRAL,6.64683130,6.23580790,34451
12,03,10,003,12/03/10/003,EGUARE PRY. SCHOOL/EGUARE III,UGBEGUN,ESAN CENTRAL,6.64683042,6.23580814,34452
12,03,10,004,12/03/10/004,IKEKOGBE PRY. SCHOOL/IKEKOGBE,UGBEGUN,ESAN CENTRAL,6.65505661,6.24100119,34453
12,03,10,005,12/03/10/005,UKPUGHELE PRY. SCH/ UKPUGHELE,UGBEGUN,ESAN CENTRAL,6.64953586,6.23816644,34454
12,03,10,006,12/03/10/006,UMENLEN PRY. SCH./UMENLEN EHOR EHONOR AND ENVIRONS I,UGBEGUN,ESAN CENTRAL,6.64674452,6.24955610,34455
12,03,10,007,12/03/10/007,UMENLEN PRY. SCH./UMENLEN EHOR EHONOR AND ENVIRONS II,UGBEGUN,ESAN CENTRAL,6.64672600,6.24955369,34456
12,03,10,008,12/03/10/008,FORMER L.A. PRY. SCH. IDUMU-IYALA AND ENVIRONS,UGBEGUN,ESAN CENTRAL,6.64231673,6.25017879,34457
12,03,10,009,12/03/10/009,"ADULT SCHOOL, IDUMU-UGHULU, ODOGHE, IDUMU-OLI AND ENVIRONS",UGBEGUN,ESAN CENTRAL,6.64125142,6.24742400,34458
12,03,10,010,12/03/10/010,EBUDIN PRY. SCH./EBUDIN I,UGBEGUN,ESAN CENTRAL,6.59572394,6.17972165,34459
12,03,10,011,12/03/10/011,EBUDIN PRY. SCH./EBUDIN II,UGBEGUN,ESAN CENTRAL,6.59573434,6.17971963,34460
12,03,10,012,12/03/10/012,EBUDIN PRY. SCH./IGUIZI,UGBEGUN,ESAN CENTRAL,6.59573590,6.17971958,34461
12,03,10,013,12/03/10/013,HEALTH CENTER UGBEGUN,UGBEGUN,ESAN CENTRAL,6.64469846,6.23941831,632659
12,03,10,014,12/03/10/014,EBUDIN GRAMMAR SCHOOL,UGBEGUN,ESAN CENTRAL,6.58993661,6.17146488,632660
12,03,10,015,12/03/10/015,EBUDIN HEALTH CENTRE,UGBEGUN,ESAN CENTRAL,6.59856515,6.17536012,632661
12,03,10,016,12/03/10/016,"ODOGBE PRIMARY SCHOOL, ODOGBE",UGBEGUN,ESAN CENTRAL,6.59770487,6.18424997,632662
12,04,01,001,12/04/01/001,UROMI- EGBELE PRY SCHOOL I,EGBELE,ESAN NORTH EAST,6.72651805,6.31534130,34462
12,04,01,002,12/04/01/002,UROMI-EGBELE  PRIMARY SCHOOL II,EGBELE,ESAN NORTH EAST,6.72653109,6.31535419,34463
12,04,01,003,12/04/01/003,UROMI-EGBELE  PRIMARY SCHOOL III,EGBELE,ESAN NORTH EAST,6.72647977,6.31532878,34464
12,04,01,004,12/04/01/004,UROMI- AFUDA PRIMARY SCHOOL I,EGBELE,ESAN NORTH EAST,6.73063476,6.32275652,34465
12,04,01,005,12/04/01/005,UROMI- AFUDA PRIMARY SCHOOL II,EGBELE,ESAN NORTH EAST,6.73063310,6.32275202,34466
12,04,01,006,12/04/01/006,UROMI- AFUDA PRIMARY SCHOOL III,EGBELE,ESAN NORTH EAST,6.73062696,6.32275628,34467
12,04,01,007,12/04/01/007,UROMI- UNUWAZI PRIMARY SCHOOL I,EGBELE,ESAN NORTH EAST,6.75019867,6.31973922,34468
12,04,01,008,12/04/01/008,UROMI UNUWAZI PRIMARY SCHOOL II,EGBELE,ESAN NORTH EAST,6.75023623,6.31975441,34469
12,04,01,009,12/04/01/009,UROMI-UTAKO PRIMARY SCHOOL I,EGBELE,ESAN NORTH EAST,6.73476823,6.33577134,34470
12,04,01,010,12/04/01/010,UROMI-UTAKO PRIMARY SCHOOL II,EGBELE,ESAN NORTH EAST,6.73477155,6.33578194,34471
12,04,01,011,12/04/01/011,OPEN SPACE BY ORIERE STREET JUNCTION,EGBELE,ESAN NORTH EAST,6.72793870,6.32052310,632685
12,04,01,012,12/04/01/012,NATIONAL INSTITUTE OF CONSTRUCTION TECHNOLOGY PRIMARY SCHOOL,EGBELE,ESAN NORTH EAST,6.72957560,6.31643670,632686
12,04,01,013,12/04/01/013,NATIONAL INSTITUTE OF CONSTRUCTION TECHNOLOGY,EGBELE,ESAN NORTH EAST,6.72860710,6.31863370,632687
12,04,01,014,12/04/01/014,OPEN SPACE BY IDUMU EKHUERE JUNCTION,EGBELE,ESAN NORTH EAST,6.72361530,6.33014010,632688
12,04,02,001,12/04/02/001,UROMI-OBEIDU PRY SCHOOL I,OBEIDU,ESAN NORTH EAST,6.73050370,6.26184341,34472
12,04,02,002,12/04/02/002,UROMI-OBEIDU PRY SCHOOL II,OBEIDU,ESAN NORTH EAST,6.73050507,6.26185062,34473
12,04,02,003,12/04/02/003,UROMI-OBEIDU PRY SCHOOL III,OBEIDU,ESAN NORTH EAST,6.73050678,6.26185184,34474
12,04,02,004,12/04/02/004,UROMI-OBEIDU PRY SCHOOL IV,OBEIDU,ESAN NORTH EAST,6.73050100,6.26185340,34475
12,04,02,005,12/04/02/005,UROMI - OBEIDU PRY SCHOOL V,OBEIDU,ESAN NORTH EAST,6.73051827,6.26185951,34476
12,04,02,006,12/04/02/006,UROMI - IVUE PRIMARY SCHOOL I,OBEIDU,ESAN NORTH EAST,6.73742883,6.27445347,34477
12,04,02,007,12/04/02/007,UROMI - IVUE PRIMARY SCHOOL II,OBEIDU,ESAN NORTH EAST,6.73742738,6.27445239,34478
12,04,02,008,12/04/02/008,UROMI - IVUE PRIMARY SCHOOL III,OBEIDU,ESAN NORTH EAST,6.73743798,6.27444683,34479
12,04,02,009,12/04/02/009,UROMI - IVUE PRIMARY SCHOOL IV,OBEIDU,ESAN NORTH EAST,6.73743213,6.27445353,34480
12,04,02,010,12/04/02/010,OBEIDU PRIMARY HEALTH CENTER,OBEIDU,ESAN NORTH EAST,6.73566500,6.26989890,632704
12,04,03,001,12/04/03/001,UROMI-EROH PRIMARY SCHOOL I,ARUE,ESAN NORTH EAST,6.73373750,6.28673432,34481
12,04,03,002,12/04/03/002,UROMI-EROH PRIMARY SCHOOL II,ARUE,ESAN NORTH EAST,6.73373526,6.28673988,34482
12,04,03,003,12/04/03/003,UROMI-EROH PRIMARY SCHOOL III,ARUE,ESAN NORTH EAST,6.73373948,6.28673333,34483
12,04,03,004,12/04/03/004,UROMI- ARUE PRIMARY SCHOOL I,ARUE,ESAN NORTH EAST,6.73658641,6.29772321,34484
12,04,03,005,12/04/03/005,UROMI- ARUE PRIMARY SCHOOL II,ARUE,ESAN NORTH EAST,6.73659138,6.29773240,34485
12,04,03,006,12/04/03/006,UROMI- ARUE PRIMARY SCHOOL III,ARUE,ESAN NORTH EAST,6.73660848,6.29774688,34486
12,04,03,007,12/04/03/007,UROMI- UZENEMA PRIMARY SCHOOL I,ARUE,ESAN NORTH EAST,6.74776007,6.31060362,34487
12,04,03,008,12/04/03/008,UROMI- UZENEMA PRIMARY SCHOOL II,ARUE,ESAN NORTH EAST,6.74776150,6.31060003,34488
12,04,03,009,12/04/03/009,UROMI- UZENEMA PRIMARY SCHOOL III,ARUE,ESAN NORTH EAST,6.74776652,6.31058713,34489
12,04,03,010,12/04/03/010,UROMI- UZENEMA PRIMARY SCHOOL IV,ARUE,ESAN NORTH EAST,6.74778242,6.31060946,34490
12,04,03,011,12/04/03/011,ARUE SECONDARY SCHOOL,ARUE,ESAN NORTH EAST,6.73706830,6.30348930,632672
12,04,03,012,12/04/03/012,ARUE MARKET SQUARE,ARUE,ESAN NORTH EAST,6.73381250,6.29710450,632673
12,04,03,013,12/04/03/013,"OPEN SPACE BY OKOGBENI JUNCTION, ARUE",ARUE,ESAN NORTH EAST,6.73309450,6.30175700,632674
12,04,04,001,12/04/04/001,UROMI-EGUARE PRIMARY SCHOOL,UELEN/ OKUGBE,ESAN NORTH EAST,6.71951588,6.32794129,34491
12,04,04,002,12/04/04/002,UROMI- OKPUJIE PRIMARY SCHOOL I,UELEN/ OKUGBE,ESAN NORTH EAST,6.71459123,6.32832108,34492
12,04,04,003,12/04/04/003,UROMI- OKPUJIE PRIMARY SCHOOL II,UELEN/ OKUGBE,ESAN NORTH EAST,6.71458840,6.32831756,34493
12,04,04,004,12/04/04/004,UROMI- OKPUJIE PRIMARY SCHOOL III,UELEN/ OKUGBE,ESAN NORTH EAST,6.71459066,6.32831994,34494
12,04,04,005,12/04/04/005,UROM- OKPUJIE PRIMARY SCHOOL IV,UELEN/ OKUGBE,ESAN NORTH EAST,6.71459598,6.32831907,34495
12,04,04,006,12/04/04/006,UROMI- OKPUJIE PRIMARY SCHOOL V,UELEN/ OKUGBE,ESAN NORTH EAST,6.71459556,6.32832370,34496
12,04,04,007,12/04/04/007,UROM- OKPUJIE PRIMARY SCHOOL VI,UELEN/ OKUGBE,ESAN NORTH EAST,6.71459415,6.32832120,34497
12,04,04,008,12/04/04/008,UROMI-OPEN SPACE I,UELEN/ OKUGBE,ESAN NORTH EAST,6.70985850,6.32831330,34498
12,04,04,009,12/04/04/009,UROMI-OPEN SPACE II,UELEN/ OKUGBE,ESAN NORTH EAST,6.70984981,6.32831126,34499
12,04,04,010,12/04/04/010,UROMI-OPEN SPACE III,UELEN/ OKUGBE,ESAN NORTH EAST,6.70985510,6.32832522,34500
12,04,04,011,12/04/04/011,UROMI-OPEN SPACE IV,UELEN/ OKUGBE,ESAN NORTH EAST,6.70985922,6.32831975,34501
12,04,04,012,12/04/04/012,UROMI-OPEN SPACE V,UELEN/ OKUGBE,ESAN NORTH EAST,6.70986443,6.32833406,34502
12,04,04,013,12/04/04/013,UROMI-OPEN SPACE VI,UELEN/ OKUGBE,ESAN NORTH EAST,6.70985689,6.32829117,34503
12,04,04,014,12/04/04/014,UROMI TOWN HALL,UELEN/ OKUGBE,ESAN NORTH EAST,6.71918840,6.32989730,632708
12,04,04,015,12/04/04/015,AGBA GRAMMAR SCHOOL,UELEN/ OKUGBE,ESAN NORTH EAST,6.72508190,6.32097880,632709
12,04,04,016,12/04/04/016,"OPEN SPACE BY BACK OF CATHOLIC CHURCH, OKPUJIE COMMUNITY",UELEN/ OKUGBE,ESAN NORTH EAST,6.71569780,6.32676640,632710
12,04,04,017,12/04/04/017,NIPOST OFFICE OPPOSITE CUSTOMARY COURT UROMI,UELEN/ OKUGBE,ESAN NORTH EAST,6.71886510,6.32786490,632711
12,04,04,018,12/04/04/018,OPEN SPACE BY UDO STREET JUNCTION,UELEN/ OKUGBE,ESAN NORTH EAST,6.71205070,6.33219890,632712
12,04,04,019,12/04/04/019,OPEN SPACE NITEL JUNCTION BESIDE AFUSCO PETROLEUM,UELEN/ OKUGBE,ESAN NORTH EAST,6.72106490,6.32586220,632713
