state,lg,ward,state_code,lg_code,ward_code,pu_code,code,location,ward_des,lg_des
EDO,04,04,12,04,04,012,12/04/04/012,UROMI-OPEN SPACE V,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,013,12/04/04/013,UROMI-OPEN SPACE VI,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,014,12/04/04/014,UROMI TOWN HALL,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,015,12/04/04/015,AGBA GRAMMAR SCHOOL,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,016,12/04/04/016,"OPEN SPACE BY BACK OF CATHOLIC CHURCH, OKPUJIE COMMUNITY",Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,017,12/04/04/017,NIPOST OFFICE OPPOSITE CUSTOMARY COURT UROMI,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,018,12/04/04/018,OPEN SPACE BY UDO STREET JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,019,12/04/04/019,OPEN SPACE NITEL JUNCTION BESIDE AFUSCO PETROLEUM,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,020,12/04/04/020,OPEN SPACE BY ODION LANE JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,021,12/04/04/021,OPEN SPACE BY ACHEBE STREET JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,022,12/04/04/022,OPEN SPACE BY ADA OKARE JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,023,12/04/04/023,OPEN SPACE BY OKHELEN - UZEA ROAD JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,024,12/04/04/024,OJUROMI ULTRA MODERN MARKET,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,025,12/04/04/025,"NATIONAL OPEN UNIVERSITY  OF NIGERIA,  UROMI",Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,026,12/04/04/026,OPEN SPACE BY TIPPER GARRAGE /HAUSA CATTLE MARKET,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,027,12/04/04/027,OPEN SPACE ALONG OYOMON ROAD,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,028,12/04/04/028,OPEN SPACE BY LUGARD STREET JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,029,12/04/04/029,OPEN SPACE OPPOSITE MARY THE QUEEN,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,030,12/04/04/030,OPEN SPACE BY CENTRAL ROAD JUNCTION,Uelen/ Okugbe,Esan North-East
EDO,04,04,12,04,04,000,12/04/04/000,12/04/04/000,Uelen/ Okugbe,Esan North-East
EDO,04,05,12,04,05,001,12/04/05/001,UROMI-UROMI GIRL'S PRIMARY SCHOOL I,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,002,12/04/05/002,UROMI-UROMI GIRL'S PRIMARY SCHOOL II,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,003,12/04/05/003,UROMI-UROMI GIRL'S PRIMARY SCHOOL III,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,004,12/04/05/004,UROMI-UROMI GIRL'S PRIMARY SCHOOL IV,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,005,12/04/05/005,UROMI-(IDUMU-OKOJIE) / UROMI GIRL'S PRIMARY,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,006,12/04/05/006,UROMI- (UWALOR -OKE  / IGBO) UROMI GIRL'S PRY. SCH. (UWALOR - OKE / IGBO) I,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,007,12/04/05/007,UROMI-(UWALOR - OKE / IGBO)UROMI GIRL'S PRY. SCH. (UWALOR - OKE / IGBO) II,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,008,12/04/05/008,UROMI-(EWOYI) UROMI GIRL'S PRIMARY SCH.,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,009,12/04/05/009,"OPEN SPACE, UROMI MOTOR PARK",Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,010,12/04/05/010,OPEN SPACE BY OKOJIE N'OJIE STREET JUNCTION,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,011,12/04/05/011,OPEN SPACE GENERAL HOSPITAL ROAD BY CONVENT JUNCTION,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,012,12/04/05/012,OPEN SPACE BY OBONIYE LANE JUNCTION,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,013,12/04/05/013,OPEN SPACE IYERE STREET BY AFUDA ROAD JUNCTION,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,014,12/04/05/014,OPEN SPACE BY UZOYA STREET JUNCTION OFF CONVENT ROAD,Idumu-okojie,Esan North-East
EDO,04,05,12,04,05,000,12/04/05/000,12/04/05/000,Idumu-okojie,Esan North-East
EDO,04,06,12,04,06,001,12/04/06/001,UZEA- IDINEGBON PRIMARY SCHOOL I,Uzea,Esan North-East
EDO,04,06,12,04,06,002,12/04/06/002,UZEA- IDINEGBON PRIMARY SCHOOL II,Uzea,Esan North-East
EDO,04,06,12,04,06,003,12/04/06/003,UZEA-EWOIKI PRIMARY SCHOOL I,Uzea,Esan North-East
EDO,04,06,12,04,06,004,12/04/06/004,UZEA-OLINLIN PRIMAY SCHOOL II,Uzea,Esan North-East
EDO,04,06,12,04,06,005,12/04/06/005,UZEA-OLINLIN PRIMAY SCHOOL III,Uzea,Esan North-East
EDO,04,06,12,04,06,006,12/04/06/006,UZEA-OLINLIN PRIMAY SCHOOL IV,Uzea,Esan North-East
EDO,04,06,12,04,06,007,12/04/06/007,UZEA-OLINLIN PRIMAY SCHOOL V,Uzea,Esan North-East
EDO,04,06,12,04,06,008,12/04/06/008,UZEA-EBULEN PRY SCHOOL,Uzea,Esan North-East
EDO,04,06,12,04,06,009,12/04/06/009,UZEA - COURT HALL (EKO-IGENE),Uzea,Esan North-East
EDO,04,06,12,04,06,010,12/04/06/010,UZEA-UROH PRIMARY SCHOOL I,Uzea,Esan North-East
EDO,04,06,12,04,06,011,12/04/06/011,UZEA-UROH PRIMARY SCHOOL II,Uzea,Esan North-East
EDO,04,06,12,04,06,012,12/04/06/012,UZEA-UROH PRIMARY SCHOOL III,Uzea,Esan North-East
EDO,04,06,12,04,06,013,12/04/06/013,IDINEGBON PRIMARY SCH III,Uzea,Esan North-East
EDO,04,06,12,04,06,014,12/04/06/014,EWOIKI PRIMARY SCHOOL. II,Uzea,Esan North-East
EDO,04,06,12,04,06,015,12/04/06/015,UZEA MODERN MARKET OLINLIN,Uzea,Esan North-East
EDO,04,06,12,04,06,000,12/04/06/000,12/04/06/000,Uzea,Esan North-East
EDO,04,07,12,04,07,001,12/04/07/001,UROMI-ONEWA PRIMARY SCHOOL I,Amedokhian,Esan North-East
EDO,04,07,12,04,07,002,12/04/07/002,UROMI-ONEWA PRIMARY SCHOOL II,Amedokhian,Esan North-East
EDO,04,07,12,04,07,003,12/04/07/003,UROMI-IRUELE PRIMARY SCHOOL,Amedokhian,Esan North-East
EDO,04,07,12,04,07,004,12/04/07/004,UROMI - AWO PRIMARY SCHOOL I,Amedokhian,Esan North-East
EDO,04,07,12,04,07,005,12/04/07/005,UROMI - AWO PRIMARY SCHOOL II,Amedokhian,Esan North-East
EDO,04,07,12,04,07,006,12/04/07/006,UROMI-UKONI PRIMARY SCHOOL I,Amedokhian,Esan North-East
EDO,04,07,12,04,07,007,12/04/07/007,UROMI-UKONI PRIMARY SCHOOL II,Amedokhian,Esan North-East
EDO,04,07,12,04,07,008,12/04/07/008,UROMI-UKONI PRIMARY SCHOOL III,Amedokhian,Esan North-East
EDO,04,07,12,04,07,009,12/04/07/009,UROMI-UKONI PRIMARY SCHOOL IV,Amedokhian,Esan North-East
EDO,04,07,12,04,07,010,12/04/07/010,UROMI- AMEDOKHIAN PRIMARY SCHOOL I,Amedokhian,Esan North-East
EDO,04,07,12,04,07,011,12/04/07/011,UROMI- AMEDOKHIAN PRIMARY SCHOOL II,Amedokhian,Esan North-East
EDO,04,07,12,04,07,012,12/04/07/012,UROMI- AMEDOKHIAN PRIMARY SCHOOL III,Amedokhian,Esan North-East
EDO,04,07,12,04,07,013,12/04/07/013,UROMI- AMEDOKHIAN PRIMARY SCHOOL IV,Amedokhian,Esan North-East
EDO,04,07,12,04,07,014,12/04/07/014,UROMI-IKEKEN PRIMARY SCHOOL,Amedokhian,Esan North-East
EDO,04,07,12,04,07,015,12/04/07/015,OPEN SPACE IN FRONT OF IRUELE OKO-UGHELE HALL,Amedokhian,Esan North-East
EDO,04,07,12,04,07,016,12/04/07/016,IMIOMUZA MARKET AWO,Amedokhian,Esan North-East
EDO,04,07,12,04,07,017,12/04/07/017,OPEN SPACE BY IDUMU ISOKE COMMUNITY JUNCTION,Amedokhian,Esan North-East
EDO,04,07,12,04,07,018,12/04/07/018,OPEN SPACE BY IDUMHIN-IHAMA QUARTER JUNCTION,Amedokhian,Esan North-East
EDO,04,07,12,04,07,019,12/04/07/019,AMEDOKHIAN MARKET I,Amedokhian,Esan North-East
EDO,04,07,12,04,07,020,12/04/07/020,OPEN SPACE BY OKHEN JUNCTION,Amedokhian,Esan North-East
EDO,04,07,12,04,07,021,12/04/07/021,OPEN SPACE BY IDUMU-ESOGBAN JUNCTION,Amedokhian,Esan North-East
EDO,04,07,12,04,07,000,12/04/07/000,12/04/07/000,Amedokhian,Esan North-East
EDO,04,08,12,04,08,001,12/04/08/001,IDUMU ONIHA PRIMARY SCHOOL,Efandion,Esan North-East
EDO,04,08,12,04,08,002,12/04/08/002,EFANDION - ID. AGUE PRIMARY SCHOOL I,Efandion,Esan North-East
EDO,04,08,12,04,08,003,12/04/08/003,EFANDION - ID. AGUE PRIMARY SCHOOL II,Efandion,Esan North-East
EDO,04,08,12,04,08,004,12/04/08/004,EFANDION-ID OBODO PRIMARY SCHOOL I,Efandion,Esan North-East
EDO,04,08,12,04,08,005,12/04/08/005,EFANDION-ID OBODO PRIMARY SCHOOL II,Efandion,Esan North-East
EDO,04,08,12,04,08,006,12/04/08/006,EFANDION-ATANI PRIMARY SCHOOL,Efandion,Esan North-East
EDO,04,08,12,04,08,007,12/04/08/007,OPEN SPACE BY THE TRANSFORMER IDUMU-ONIHA,Efandion,Esan North-East
EDO,04,08,12,04,08,008,12/04/08/008,IDUMU-AGUE TOWN HALL,Efandion,Esan North-East
EDO,04,08,12,04,08,009,12/04/08/009,EKODIN TOWN HALL IDUMU- OBODO,Efandion,Esan North-East
EDO,04,08,12,04,08,010,12/04/08/010,EFANDION MARKET,Efandion,Esan North-East
EDO,04,08,12,04,08,011,12/04/08/011,OPEN SPACE BY IDUMU-OBODO STREET JUNCTION,Efandion,Esan North-East
EDO,04,08,12,04,08,012,12/04/08/012,EFANDION PRIMARY SCHOOL,Efandion,Esan North-East
EDO,04,08,12,04,08,013,12/04/08/013,UZEGUA COMMUNITY HALL,Efandion,Esan North-East
EDO,04,08,12,04,08,014,12/04/08/014,OPEN SPACE BY EPAMA STREET JUNCTION,Efandion,Esan North-East
EDO,04,08,12,04,08,015,12/04/08/015,OPEN SPACE BY COCONUT JUNCTION EFANDION,Efandion,Esan North-East
EDO,04,08,12,04,08,016,12/04/08/016,OKOGHE TOWN HALL ATANI EFANDION,Efandion,Esan North-East
EDO,04,08,12,04,08,000,12/04/08/000,12/04/08/000,Efandion,Esan North-East
EDO,04,09,12,04,09,001,12/04/09/001,UWALOR-UWALOR PRIMARY SCHOOL I,Uwalor,Esan North-East
EDO,04,09,12,04,09,002,12/04/09/002,UWALOR-UWALOR PRIMARY SCHOOL II,Uwalor,Esan North-East
EDO,04,09,12,04,09,003,12/04/09/003,UWALOR-ID EGBIREMONLEN PRIMARY SCHOOL I,Uwalor,Esan North-East
EDO,04,09,12,04,09,004,12/04/09/004,UWALOR-ID EGBIREMONLEN PRIMARY SCHOOL II,Uwalor,Esan North-East
EDO,04,09,12,04,09,005,12/04/09/005,UWALOR- EWOYI PRIAMARY SCHOOL I,Uwalor,Esan North-East
EDO,04,09,12,04,09,006,12/04/09/006,UWALOR- EWOYI PRIAMARY SCHOOL II,Uwalor,Esan North-East
EDO,04,09,12,04,09,007,12/04/09/007,EWOYI COMMUNITY HALL,Uwalor,Esan North-East
EDO,04,09,12,04,09,008,12/04/09/008,UKPEKO IMIOKOLO PRIMARY SCHOOL EBHOIYI,Uwalor,Esan North-East
EDO,04,09,12,04,09,009,12/04/09/009,EKO - OMONUA PRIMARY SCHOOL,Uwalor,Esan North-East
EDO,04,09,12,04,09,010,12/04/09/010,UWALOR - OKE MODERN MARKET,Uwalor,Esan North-East
EDO,04,09,12,04,09,011,12/04/09/011,OPEN SPACE BY ANGLICAN CHURCH EKO OMONUA COMMUNITY,Uwalor,Esan North-East
EDO,04,09,12,04,09,000,12/04/09/000,12/04/09/000,Uwalor,Esan North-East
EDO,04,10,12,04,10,001,12/04/10/001,EWOYI - EWOYI PRIMARY SCHOOL UROMI -I,Ewoyi,Esan North-East
EDO,04,10,12,04,10,002,12/04/10/002,EWOYI - EWOYI PRIMARY SCHOOL II,Ewoyi,Esan North-East
EDO,04,10,12,04,10,003,12/04/10/003,EWOY - EWOYI PRIMARY SCHOOL III,Ewoyi,Esan North-East
EDO,04,10,12,04,10,004,12/04/10/004,EWOY - EWOYI PRIMARY SCHOOL IV,Ewoyi,Esan North-East
EDO,04,10,12,04,10,005,12/04/10/005,EWOYI- A FUDA PRIMARY SCHOOL V,Ewoyi,Esan North-East
EDO,04,10,12,04,10,006,12/04/10/006,EWOYI - AFUDA PRIMARY SCHOOL VI,Ewoyi,Esan North-East
EDO,04,10,12,04,10,007,12/04/10/007,EWOYI - AFUDA PRIMARY SCHOOL VII,Ewoyi,Esan North-East
EDO,04,10,12,04,10,008,12/04/10/008,EWOYI - EWOYI PRIMARY SCHOOL VIII,Ewoyi,Esan North-East
EDO,04,10,12,04,10,009,12/04/10/009,EWOYI - EWOYI PRIMARY SCHOOL IX,Ewoyi,Esan North-East
EDO,04,10,12,04,10,010,12/04/10/010,EWOYI PRIMARY HEALTH CENTER,Ewoyi,Esan North-East
EDO,04,10,12,04,10,011,12/04/10/011,EBHEBE COMMUNITY TOWN HALL,Ewoyi,Esan North-East
EDO,04,10,12,04,10,012,12/04/10/012,OUR LADY OF LOURDES GIRLS' SEC SCH,Ewoyi,Esan North-East
EDO,04,10,12,04,10,013,12/04/10/013,EKOHIE MARKET EWOYI,Ewoyi,Esan North-East
EDO,04,10,12,04,10,014,12/04/10/014,AFUDA MARKET EWOYI,Ewoyi,Esan North-East
EDO,04,10,12,04,10,015,12/04/10/015,IDUMENGENLAN PRIMARY SCHOOL I,Ewoyi,Esan North-East
EDO,04,10,12,04,10,016,12/04/10/016,IDIKHALA COMMUNITY  HALL,Ewoyi,Esan North-East
EDO,04,10,12,04,10,017,12/04/10/017,OPEN SPACE BY IDUMU - IKHALA ROUNDABOUT,Ewoyi,Esan North-East
EDO,04,10,12,04,10,018,12/04/10/018,AFUDA IDIGUN PRIMARY SCHOOL,Ewoyi,Esan North-East
EDO,04,10,12,04,10,000,12/04/10/000,12/04/10/000,Ewoyi,Esan North-East
EDO,04,11,12,04,11,001,12/04/11/001,UBIERUMU-ID NAMA PRIMARY SCHOOL I,Ubierumu,Esan North-East
EDO,04,11,12,04,11,002,12/04/11/002,UBIERUMU-  ID ISABA PRIMAY SCHOOL II,Ubierumu,Esan North-East
EDO,04,11,12,04,11,003,12/04/11/003,UBIERUMU- UBIERUMU - UWA PRY. SCHOOL,Ubierumu,Esan North-East
EDO,04,11,12,04,11,004,12/04/11/004,UBIEUMU - IDUMOZA PRIMARY SCHOOL I,Ubierumu,Esan North-East
EDO,04,11,12,04,11,005,12/04/11/005,UBIERUMU - IDUMOZA PRIMARY SCHOOL II,Ubierumu,Esan North-East
EDO,04,11,12,04,11,006,12/04/11/006,UBIERUMU-IDUMOZA PRIMARY SCHOOL III,Ubierumu,Esan North-East
EDO,04,11,12,04,11,007,12/04/11/007,UBIERUMU - EKO- IBADIN PRIMARY SCHOOL,Ubierumu,Esan North-East
EDO,04,11,12,04,11,008,12/04/11/008,UBIERUMU OKE PRIMARY HEALTH CARE CENTRE,Ubierumu,Esan North-East
EDO,04,11,12,04,11,009,12/04/11/009,"OPEN SPACE BY IDUMOKOKO EBHOIJIE, UBIERUMU",Ubierumu,Esan North-East
EDO,04,11,12,04,11,010,12/04/11/010,OPEN SPACE IN FRONT OF EKO-IBADIN COMMUNITY TOWN HALL,Ubierumu,Esan North-East
EDO,04,11,12,04,11,000,12/04/11/000,12/04/11/000,Ubierumu,Esan North-East
EDO,05,01,12,05,01,001,12/05/01/001,OHAEKPEN/OMHEN/OLENOKHUA-EGUARE P/S,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,002,12/05/01/002,"OGBE/ID OGHO-ID,  OGBE PRIMARY SCHOOL",Ewohimi I,Esan South-East
EDO,05,01,12,05,01,003,12/05/01/003,IDIRIO - IDIRIO P/SCH.,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,004,12/05/01/004,ID. AGHO I- OKAIGBEN P/SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,005,12/05/01/005,ID. AGHO II -  OKAIGBEN P/SCH.,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,006,12/05/01/006,ISELU QRTS/IKEMHEN/UHIE OLOGHE P/SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,007,12/05/01/007,EHO/AKHA/OLOGHE-OLOGHE P/SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,008,12/05/01/008,ID. UGUOKHA- ID. UGUOKHAP/SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,009,12/05/01/009,UZEBU -UZEBU P/SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,010,12/05/01/010,IDUMOBOH-OKAIGBEN SECONDARY SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,011,12/05/01/011,IDUMIJIE - IDUMIJIE PRIMARY SCHOOL,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,012,12/05/01/012,"EGUARE P/S II, OPPOSITE PALACE ROAD, EWOHIMI",Ewohimi I,Esan South-East
EDO,05,01,12,05,01,013,12/05/01/013,"DISTRICT CUSTOMARY COURT, EWOHIMI.",Ewohimi I,Esan South-East
EDO,05,01,12,05,01,014,12/05/01/014,AGBADO MARKET EWOHIMI ALONG PALACE ROAD EWOHIMI,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,015,12/05/01/015,IDIRIO TOWN HALL  BESIDE  IDIRIO P/SCH,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,016,12/05/01/016,"IDUMAGHO COMMUNITY HALL, OKAIGBEN, EWOHIMI",Ewohimi I,Esan South-East
EDO,05,01,12,05,01,017,12/05/01/017,"OKAIGBEN-PRIMARY HEALTH CARE CENTRE, EWOHIMI",Ewohimi I,Esan South-East
EDO,05,01,12,05,01,018,12/05/01/018,EHO/AKHA/OLOGHE- OLOGHE PRI/SCH I,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,019,12/05/01/019,IDUMIJIE PRY SCHOOL II,Ewohimi I,Esan South-East
EDO,05,01,12,05,01,000,12/05/01/000,12/05/01/000,Ewohimi I,Esan South-East
EDO,05,02,12,05,02,001,12/05/02/001,OZOGUA/ID. OLIHA OGHU PRIMARY SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,002,12/05/02/002,IZUMEN / ID ISABA/IKHEKHE OGHU PRIMARY SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,003,12/05/02/003,IZUMEN/ID.ISABA/IKHEKHE - EDO LIB. BUILDING,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,004,12/05/02/004,ID. AGBOR I/II - ID AGBOR PRIMARY SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,005,12/05/02/005,OKEDE OMON I / II-OKEDE PRIMARY SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,006,12/05/02/006,OKEDE UDOH- OKEDE PRIMARY SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,007,12/05/02/007,ODEDEGHE/IKEKEN/ AZAGBA / IKEKEN PRI. SCH.,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,008,12/05/02/008,ID. IKEPIDEN/IKEKEN/ID.UGBOKA/IKEKE II-IKEKEN P/S,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,009,12/05/02/009,ID.OGE/ID. EDOHE/ID.EIKEN/ID.EGHE-AGADADA SEC.SCHOOL.,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,010,12/05/02/010,ID. OGE/ID.EDOHE/ID.EIKEN/ID.EGHE-AGADADA SEC. SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,011,12/05/02/011,OZOGUA/ ID OLIHA - OGHU PRY/SCHOOL II,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,012,12/05/02/012,OPEN SPACE OPPOSITE AGBOR PARK. ALONG EWOHIMI AGBOR ROAD,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,013,12/05/02/013,"OKEDE MARKET, OKEDE",Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,014,12/05/02/014,"OKEDE HEALTH CENTRE, OKEDE",Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,015,12/05/02/015,"IDUMU AGHO TOWNHALL, AGADAGA",Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,016,12/05/02/016,AGADAGA PRIMARY SCHOOL,Ewohimi Ii,Esan South-East
EDO,05,02,12,05,02,000,12/05/02/000,12/05/02/000,Ewohimi Ii,Esan South-East
EDO,05,03,12,05,03,001,12/05/03/001,EGUARE/IDUMIJIE-EGUARE P/SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,002,12/05/03/002,IDINSELU/IDINEGBON-EGUARE PRI/SCHOOL I,Ewatto,Esan South-East
EDO,05,03,12,05,03,003,12/05/03/003,IDINSELU/IDINEGBON - EGUARE PRI. SCHOOL II,Ewatto,Esan South-East
EDO,05,03,12,05,03,004,12/05/03/004,IDUMU-IYASELE/ID. UROMI-ID. IYASELE PRI. SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,005,12/05/03/005,UWABHURU/ABHURU/KWALE CAMP-ABHURU PR.SCH,Ewatto,Esan South-East
EDO,05,03,12,05,03,006,12/05/03/006,IDINWE I/II - IDINWE PRI. SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,007,12/05/03/007,ID. AGBOR/OGBOKPA-ID AGBOR PRI. SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,008,12/05/03/008,EGUA-OLIHA I/EGUA  II/IDUMOBO/UHOMOEBHO- UHOMOEBHO PRIMARY SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,009,12/05/03/009,OKPO/IKHEKHE - UHOMOEBHO PRIMARY SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,010,12/05/03/010,IDUMAN/ID. EKA - EWATTO GRAMM. SCHOOL,Ewatto,Esan South-East
EDO,05,03,12,05,03,011,12/05/03/011,IDUMU - IYASELE/ ID UROMI- IYASELE PRY SCHOOL II,Ewatto,Esan South-East
EDO,05,03,12,05,03,012,12/05/03/012,OKPO/IKHEKHE - UHOMOEBHO- UHOMOEBHO PRI SCHOOL II - ALONG EWOHIMI/EWATTO ROAD,Ewatto,Esan South-East
EDO,05,03,12,05,03,000,12/05/03/000,12/05/03/000,Ewatto,Esan South-East
EDO,05,04,12,05,04,001,12/05/04/001,EGUARE-UOKHUEN/ODOGBO I/II- EGUARE PRI. SCH.,Ohordua,Esan South-East
EDO,05,04,12,05,04,002,12/05/04/002,OGBENEKHUA I/II - EGUARE PRI. SCHOOL,Ohordua,Esan South-East
EDO,05,04,12,05,04,003,12/05/04/003,ID. ABIEBHOR/ID EMU/INIGUN I/II- UOKHUEN PR.SCH,Ohordua,Esan South-East
EDO,05,04,12,05,04,004,12/05/04/004,ABUMERE I/II/AKPOZA- SHADE IN ABUMERE ARENA,Ohordua,Esan South-East
EDO,05,04,12,05,04,005,12/05/04/005,OZENYEN I/II AND III- FORMER NOD SCHOOL,Ohordua,Esan South-East
EDO,05,04,12,05,04,006,12/05/04/006,ID. OKELA / IKUGBE/ OREKHIEBHIE ODUA PRI. SCH.,Ohordua,Esan South-East
EDO,05,04,12,05,04,007,12/05/04/007,URINA I / II - FORMER L.A. SCHOOL,Ohordua,Esan South-East
EDO,05,04,12,05,04,008,12/05/04/008,ID. OKUN/IBHIEDU/ID. OTIE I/II - IBHIEDU PRI. SCH.,Ohordua,Esan South-East
EDO,05,04,12,05,04,009,12/05/04/009,IKUGBE - IBHIEDU PRI. SCHOOL,Ohordua,Esan South-East
EDO,05,04,12,05,04,010,12/05/04/010,"IBHIEDU, BHIEDU PRIMARY SCHOOL",Ohordua,Esan South-East
EDO,05,04,12,05,04,011,12/05/04/011,"OLOGUA I AND II,  OLOGUA PRIMARY SCHOOL",Ohordua,Esan South-East
EDO,05,04,12,05,04,012,12/05/04/012,ID OKUN/ IBHIEDU/ ID OTIE 1/11 - IBHIEDU PRI SCHOOL II -  OPPOSITE MARKET,Ohordua,Esan South-East
EDO,05,04,12,05,04,000,12/05/04/000,12/05/04/000,Ohordua,Esan South-East
EDO,05,05,12,05,05,001,12/05/05/001,EKO-INYEDILEN/UGBOLO-INYENLEN PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,002,12/05/05/002,OROWA - OROWA PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,003,12/05/05/003,IBHIO/EKE/OBODOGUN/EKO - OJIEMUEHIN / OBODIGBO-EMUNEKHUA PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,004,12/05/05/004,IDUMAGALE/UNEMEN/EMUA/AUMAN EGUARE P/SCH.,Emu,Esan South-East
EDO,05,05,12,05,05,005,12/05/05/005,EGUARE I/II - EGUARE PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,006,12/05/05/006,ID.OGBE/INEMEN/AKHIOMEN UGUN/OBOLO-USOLO PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,007,12/05/05/007,ID-OSE/ODOGBE/OKEDE I/II - IBHIADA PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,008,12/05/05/008,EGUARE - OKHUESAN- FORMER L.A. SCHOOL  I,Emu,Esan South-East
EDO,05,05,12,05,05,009,12/05/05/009,EGUARE - OKHUESAN- FORMER L.A. SCHOOL    II,Emu,Esan South-East
EDO,05,05,12,05,05,010,12/05/05/010,IKIALA I/II/IDEKHUAN I/II - OKHUESAN PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,011,12/05/05/011,ID. OGUA/ID.ISO-IKEKEN PRI. SCHOOL,Emu,Esan South-East
EDO,05,05,12,05,05,012,12/05/05/012,EKO-INYEDILEN/ UGBOLO-  INYENLEN PRI SCHOOL II,Emu,Esan South-East
EDO,05,05,12,05,05,013,12/05/05/013,OROWA - OROWA PRY SCHOOL II,Emu,Esan South-East
EDO,05,05,12,05,05,014,12/05/05/014,IBHIO/EKE/OBODOGUN/EKO-OJIEMUEHIN/OBODIGBO- EMUNEKHUA PRY SCHOOL II,Emu,Esan South-East
EDO,05,05,12,05,05,015,12/05/05/015,IDUMAGBALE/INEMEN/EMUA/AUMAN EGUARE P/SCH - ALONG EGUARE ROAD,Emu,Esan South-East
